,age,education_num,hours_per_week,capital_gain,sex,REL_NotInFam,REL_OtherRelat,REL_OwnChild,REL_Unmarr,REL_Spouse,result_01
2371,38,10,40,0,0,0,0,0,1,0,0
2372,24,9,40,0,1,1,0,0,0,0,0
2373,34,10,65,0,1,1,0,0,0,0,0
2374,47,9,50,0,1,0,0,0,0,1,1
2375,27,9,40,0,0,0,0,0,1,0,0
2376,63,11,8,0,0,0,0,0,1,0,0
2377,34,10,40,0,1,0,0,0,0,1,1
2378,25,10,50,0,1,1,0,0,0,0,0
2379,54,9,40,914,1,0,0,0,1,0,0
2380,35,9,50,0,0,1,0,0,0,0,0
2381,24,10,70,0,1,0,0,0,0,1,1
2382,26,10,35,0,0,0,0,1,0,0,0
2383,59,11,40,0,0,1,0,0,0,0,0
2384,43,16,40,0,0,1,0,0,0,0,0
2385,20,10,40,0,0,0,0,1,0,0,0
2386,41,9,40,0,1,0,0,0,0,1,0
2387,51,10,40,0,1,0,0,0,0,1,0
2388,27,9,40,0,0,0,0,0,1,0,0
2389,36,9,40,0,1,0,0,0,0,1,0
2390,25,10,60,0,1,0,0,1,0,0,0
2391,55,13,50,0,1,0,0,0,0,1,1
2392,22,10,21,0,0,1,0,0,0,0,0
2393,58,16,40,4064,1,0,0,0,0,1,0
2394,43,10,15,4064,0,0,0,0,0,1,0
2395,39,11,20,0,0,0,0,0,0,1,1
2396,40,5,40,0,0,0,0,0,1,0,0
2397,46,9,45,0,1,1,0,0,0,0,0
2398,54,9,20,0,0,0,0,0,1,0,0
2399,19,10,30,0,1,0,0,1,0,0,0
2400,24,9,40,0,1,0,0,0,0,1,0
2401,24,14,13,0,1,1,0,0,0,0,0
2402,29,9,65,0,1,0,0,1,0,0,0
2403,56,10,50,7688,1,0,0,0,0,1,1
2404,34,5,40,0,1,1,0,0,0,0,0
2405,56,7,40,0,0,1,0,0,0,0,0
2406,34,13,50,7688,1,0,0,0,0,1,1
2407,19,6,40,0,0,0,0,0,1,0,0
2408,32,9,65,0,1,0,0,0,0,1,1
2409,48,9,52,0,0,0,0,0,1,0,0
2410,47,9,25,0,1,0,0,0,0,1,0
2411,52,9,60,0,1,0,0,0,0,1,1
2412,40,2,40,0,0,0,0,0,1,0,0
2413,28,6,50,0,1,0,0,0,0,1,0
2414,41,13,50,7298,1,0,0,0,0,1,1
2415,57,2,40,0,1,0,0,0,1,0,0
2416,51,9,40,0,0,1,0,0,0,0,0
2417,36,13,45,0,1,0,0,0,0,1,0
2418,33,10,50,0,1,0,0,0,0,1,1
2419,46,13,45,0,1,0,0,0,0,1,1
2420,50,9,40,0,0,0,1,0,0,0,0
2421,33,10,40,0,1,1,0,0,0,0,0
2422,77,9,20,401,1,1,0,0,0,0,0
2423,39,14,52,8614,1,1,0,0,0,0,1
2424,35,12,24,0,0,0,0,0,1,0,0
2425,23,6,40,0,0,0,0,1,0,0,0
2426,37,11,45,8614,0,1,0,0,0,0,1
2427,41,9,50,0,1,0,0,0,0,1,1
2428,60,12,35,0,1,0,0,0,0,1,1
2429,32,13,55,0,1,1,0,0,0,0,0
2430,56,9,40,0,1,0,0,0,0,1,0
2431,45,11,40,0,0,0,0,0,1,0,0
2432,24,9,45,0,0,1,0,0,0,0,1
2433,18,6,27,0,1,0,0,1,0,0,0
2434,31,9,40,0,1,0,0,0,0,1,0
2435,45,13,55,0,1,0,0,0,0,1,1
2436,23,10,40,0,0,1,0,0,0,0,0
2437,45,10,40,0,1,0,0,0,0,1,0
2438,18,7,25,0,0,0,1,0,0,0,0
2439,25,9,30,0,1,0,0,0,0,1,0
2440,31,9,40,0,1,0,0,0,0,1,0
2441,19,9,45,0,1,0,1,0,0,0,0
2442,41,13,40,0,1,0,0,0,0,1,1
2443,74,15,20,0,0,1,0,0,0,0,0
2444,27,3,40,0,1,1,0,0,0,0,0
2445,23,9,40,0,0,1,0,0,0,0,0
2446,31,11,40,0,1,0,0,0,0,1,1
2447,40,9,40,0,1,0,0,0,0,1,0
2448,41,9,40,0,1,0,0,0,0,1,1
2449,25,14,20,0,1,1,0,0,0,0,0
2450,42,9,60,0,1,0,0,0,0,1,0
2451,24,13,40,0,0,1,0,0,0,0,0
2452,42,12,50,0,1,0,0,0,0,1,1
2453,45,6,70,0,1,0,0,0,0,1,0
2454,52,9,40,7298,1,0,0,0,0,1,1
2455,34,11,40,0,1,1,0,0,0,0,0
2456,32,9,60,0,1,0,1,0,0,0,0
2457,54,9,45,0,1,0,0,0,0,1,0
2458,42,7,40,0,1,1,0,0,0,0,0
2459,32,13,40,15024,1,0,0,0,0,1,1
2460,55,13,60,0,1,0,0,0,0,1,1
2461,52,14,40,0,1,0,0,0,0,1,0
2462,21,10,15,0,0,1,0,0,0,0,0
2463,33,13,40,0,0,0,0,0,0,1,1
2464,28,3,40,0,0,1,0,0,0,0,0
2465,27,7,40,0,1,0,0,0,0,1,0
2466,42,13,50,0,0,1,0,0,0,0,0
2467,27,10,45,0,0,0,0,1,0,0,0
2468,47,11,40,7688,1,0,0,0,0,1,1
2469,19,9,40,0,0,1,0,0,0,0,0
2470,46,10,40,0,1,0,0,0,0,1,0
2471,55,9,25,0,0,1,0,0,0,0,0
2472,50,4,49,0,1,0,0,0,0,1,0
2473,32,10,50,4101,0,1,0,0,0,0,0
2474,28,9,40,0,0,0,0,0,0,1,0
2475,23,9,40,0,0,0,0,1,0,0,0
2476,43,14,50,0,1,1,0,0,0,0,0
2477,34,13,40,0,1,0,0,0,0,1,1
2478,19,10,40,0,1,1,0,0,0,0,0
2479,37,10,55,0,1,0,0,0,0,1,0
2480,27,13,40,0,0,0,1,0,0,0,0
2481,18,9,24,0,0,0,0,1,0,0,0
2482,31,10,40,0,0,0,0,0,1,0,0
2483,49,9,50,0,1,0,0,0,0,1,0
2484,26,15,60,0,1,0,0,0,0,1,0
2485,48,9,45,0,1,0,0,0,0,1,1
2486,39,9,40,0,1,0,0,0,0,1,0
2487,41,9,40,0,0,0,0,0,1,0,0
2488,48,11,56,0,0,0,0,0,1,0,1
2489,40,13,40,10520,0,1,0,0,0,0,1
2490,70,13,70,0,1,0,0,0,0,1,1
2491,20,9,43,0,1,0,0,1,0,0,0
2492,38,3,75,0,1,0,0,0,0,1,0
2493,37,10,40,0,0,0,0,1,0,0,0
2494,49,10,40,0,0,1,0,0,0,0,1
2495,51,9,40,3103,1,0,0,0,0,1,1
2496,43,2,40,0,1,0,0,1,0,0,0
2497,38,15,50,0,1,1,0,0,0,0,0
2498,23,4,25,0,1,1,0,0,0,0,0
2499,34,9,40,0,1,0,0,0,0,1,0
2500,33,10,40,0,1,0,0,0,1,0,0
2501,31,10,45,0,0,1,0,0,0,0,0
2502,64,10,40,0,0,0,0,0,1,0,0
2503,26,13,28,0,1,0,0,0,0,1,0
2504,55,10,40,0,1,0,0,0,0,1,0
2505,61,13,40,0,1,1,0,0,0,0,0
2506,37,9,40,0,1,0,0,0,0,1,1
2507,78,13,15,0,1,0,0,0,0,1,0
2508,27,10,40,0,0,0,0,0,1,0,0
2509,49,9,42,0,1,1,0,0,0,0,0
2510,55,14,45,7688,1,0,0,0,0,1,1
2511,42,13,58,0,1,0,0,0,0,1,0
2512,61,5,40,0,1,0,0,0,0,1,0
2513,64,13,5,0,1,0,0,0,0,1,0
2514,46,9,40,0,1,0,0,0,0,1,0
2515,24,13,40,0,1,1,0,0,0,0,0
2516,27,10,70,2829,1,0,0,0,0,1,0
2517,47,9,55,7688,1,0,0,0,0,1,1
2518,18,10,15,0,1,0,0,1,0,0,0
2519,48,9,50,0,1,0,0,0,0,1,0
2520,50,9,40,0,1,1,0,0,0,0,0
2521,40,14,45,0,0,1,0,0,0,0,0
2522,56,6,40,0,1,0,0,1,0,0,0
2523,34,9,40,4865,0,1,0,0,0,0,0
2524,56,13,40,0,1,0,0,0,0,1,0
2525,18,7,20,0,1,0,0,1,0,0,0
2526,21,10,25,0,0,0,0,1,0,0,0
2527,40,9,40,0,0,0,0,0,1,0,0
2528,27,9,50,0,1,0,1,0,0,0,0
2529,52,15,45,99999,1,0,0,0,0,1,1
2530,46,9,30,0,0,1,0,0,0,0,0
2531,23,9,40,0,0,0,0,1,0,0,0
2532,50,10,45,0,1,0,0,0,0,1,1
2533,19,10,50,0,1,0,1,0,0,0,0
2534,20,9,40,0,1,1,0,0,0,0,0
2535,39,10,40,8614,0,1,0,0,0,0,1
2536,24,7,35,0,1,0,0,1,0,0,0
2537,72,11,40,0,0,1,0,0,0,0,0
2538,42,14,20,0,0,0,0,0,0,1,1
2539,42,13,45,0,1,0,0,0,1,0,0
2540,51,13,50,0,1,1,0,0,0,0,0
2541,39,9,50,0,1,0,0,0,0,1,1
2542,40,10,35,2977,0,0,0,0,1,0,0
2543,34,10,55,0,1,0,0,0,0,1,1
2544,19,7,40,0,1,0,0,1,0,0,0
2545,26,9,40,0,0,0,0,1,0,0,0
2546,45,13,50,4934,0,0,0,0,1,0,1
2547,28,14,40,0,0,1,0,0,0,0,1
2548,30,13,40,0,1,1,0,0,0,0,1
2549,32,9,40,0,0,1,0,0,0,0,0
2550,19,10,25,0,0,0,0,1,0,0,0
2551,21,9,35,0,1,0,0,1,0,0,0
2552,54,9,20,0,0,0,1,0,0,0,0
2553,62,15,30,0,1,0,0,0,0,1,1
2554,25,10,48,2597,1,1,0,0,0,0,0
2555,49,10,32,0,0,0,0,0,1,0,0
2556,32,9,40,0,1,0,0,0,0,1,1
2557,26,10,40,0,1,1,0,0,0,0,0
2558,37,9,40,0,1,0,0,0,0,1,1
2559,58,9,40,0,0,0,1,0,0,0,0
2560,37,10,45,7298,0,0,0,0,0,1,1
2561,41,9,40,0,0,1,0,0,0,0,0
2562,38,13,40,7688,1,0,0,0,0,1,1
2563,47,9,40,0,1,0,0,0,0,1,0
2564,42,9,35,0,1,0,0,0,1,0,0
2565,30,9,40,0,1,0,0,0,0,1,0
2566,43,10,40,7688,1,0,0,0,0,1,1
2567,34,9,40,0,1,0,0,0,0,1,0
2568,57,10,10,594,0,0,1,0,0,0,0
2569,46,7,40,0,1,0,0,0,0,1,0
2570,32,10,55,0,1,0,0,0,0,1,0
2571,20,5,11,0,0,0,0,1,0,0,0
2572,47,11,50,0,1,1,0,0,0,0,0
2573,53,4,50,4386,1,0,0,0,0,1,1
2574,43,13,65,0,1,0,0,0,0,1,1
2575,80,4,30,0,1,0,0,0,0,1,0
2576,24,10,40,0,0,0,0,1,0,0,0
2577,43,14,60,0,1,0,0,0,0,1,1
2578,22,9,40,0,1,0,0,1,0,0,0
2579,40,10,40,0,1,1,0,0,0,0,0
2580,48,9,50,0,1,0,0,0,0,1,1
2581,51,9,45,0,1,0,0,0,0,1,1
2582,24,9,40,0,0,1,0,0,0,0,0
2583,19,9,40,0,0,0,0,1,0,0,0
2584,34,10,30,0,0,0,0,0,1,0,0
2585,24,9,40,0,1,0,0,1,0,0,0
2586,41,13,48,0,1,0,0,0,0,1,1
2587,24,9,38,0,0,1,0,0,0,0,0
2588,22,10,40,0,1,0,0,1,0,0,0
2589,32,10,40,0,0,0,0,0,1,0,0
2590,41,13,55,0,0,1,0,0,0,0,0
2591,20,10,35,0,1,0,0,1,0,0,0
2592,31,9,40,0,1,1,0,0,0,0,0
2593,55,13,18,0,1,0,0,0,0,1,1
2594,49,16,60,0,1,0,0,0,0,1,1
2595,26,13,40,0,1,0,0,1,0,0,0
2596,27,9,70,0,1,1,0,0,0,0,0
2597,35,9,40,0,0,1,0,0,0,0,0
2598,40,9,60,0,1,1,0,0,0,0,0
2599,59,10,34,0,1,0,0,0,0,1,0
2600,61,10,45,0,1,0,0,0,0,1,1
2601,31,9,40,0,0,0,0,1,0,0,0
2602,43,14,60,0,1,1,0,0,0,0,1
2603,61,3,40,0,1,1,0,0,0,0,0
2604,54,12,30,0,0,0,0,0,1,0,0
2605,30,10,50,0,1,0,0,0,0,1,0
2606,20,10,50,0,0,1,0,0,0,0,0
2607,27,14,50,0,0,1,0,0,0,0,0
2608,44,10,60,0,1,1,0,0,0,0,0
2609,64,10,40,0,0,1,0,0,0,0,0
2610,55,9,40,0,0,1,0,0,0,0,0
2611,34,9,55,6849,1,1,0,0,0,0,0
2612,61,9,35,0,0,1,0,0,0,0,0
2613,28,13,40,0,1,0,0,0,0,1,0
2614,34,9,40,0,0,0,0,0,1,0,0
2615,47,15,60,0,1,0,0,0,0,1,1
2616,26,13,45,0,1,1,0,0,0,0,0
2617,35,7,40,0,1,0,0,0,1,0,0
2618,36,13,38,0,1,0,0,0,0,1,0
2619,47,13,40,0,1,0,0,0,0,1,1
2620,17,7,25,0,0,0,0,1,0,0,0
2621,35,10,60,0,1,0,0,0,0,1,0
2622,33,14,20,0,1,0,0,1,0,0,0
2623,25,12,40,0,0,0,0,0,0,1,0
2624,18,6,10,0,1,0,0,1,0,0,0
2625,47,14,38,0,1,1,0,0,0,0,0
2626,44,9,30,0,0,0,0,0,1,0,0
2627,41,9,30,0,0,0,0,0,1,0,0
2628,30,13,40,0,0,1,0,0,0,0,0
2629,53,10,50,0,1,0,0,0,0,1,0
2630,53,9,20,0,0,0,0,0,1,0,0
2631,40,9,20,5013,0,0,0,0,0,1,0
2632,24,10,24,0,1,1,0,0,0,0,0
2633,27,13,40,0,1,0,0,1,0,0,0
2634,50,3,37,0,1,0,0,0,0,1,0
2635,36,7,50,0,1,0,0,0,0,1,0
2636,41,2,40,0,1,0,0,0,0,1,1
2637,41,14,40,0,0,1,0,0,0,0,0
2638,31,9,40,0,0,1,0,0,0,0,0
2639,32,13,40,0,1,0,0,0,0,1,0
2640,22,10,48,0,1,0,0,1,0,0,0
2641,22,6,40,0,1,0,0,1,0,0,0
2642,18,8,30,0,1,0,0,1,0,0,0
2643,39,13,30,0,1,0,0,0,0,1,0
2644,38,9,55,0,0,0,0,0,0,1,0
2645,35,9,40,0,1,0,0,0,0,1,0
2646,23,10,40,0,1,1,0,0,0,0,0
2647,54,13,40,0,1,0,0,0,0,1,1
2648,36,14,60,0,1,0,0,0,0,1,1
2649,63,9,55,0,1,0,0,0,0,1,0
2650,39,10,48,0,1,0,0,0,0,1,0
2651,57,10,60,0,1,0,0,0,0,1,1
2652,58,15,50,0,1,0,0,0,0,1,1
2653,29,13,40,0,0,1,0,0,0,0,0
2654,17,7,20,0,0,0,0,1,0,0,0
2655,40,9,40,0,1,1,0,0,0,0,0
2656,69,10,15,0,0,0,0,0,0,1,0
2657,28,6,40,0,0,1,0,0,0,0,0
2658,38,5,40,0,1,0,0,0,0,1,0
2659,44,15,40,14084,1,1,0,0,0,0,1
2660,45,15,40,0,0,0,0,0,1,0,0
2661,33,13,40,0,1,0,0,0,0,1,0
2662,41,10,40,0,1,0,0,0,0,1,1
2663,37,9,60,7688,1,0,0,0,0,1,1
2664,50,10,45,0,1,0,0,0,0,1,1
2665,48,13,50,0,1,0,0,0,0,1,0
2666,36,10,60,0,1,0,0,0,0,1,1
2667,21,10,37,0,0,0,0,1,0,0,0
2668,37,12,40,0,1,0,0,0,0,1,0
2669,20,10,20,0,0,0,0,1,0,0,0
2670,54,9,30,0,0,0,0,0,0,1,0
2671,28,9,40,0,0,0,1,0,0,0,0
2672,27,10,40,0,1,1,0,0,0,0,0
2673,33,11,40,0,0,0,0,0,1,0,0
2674,40,15,45,0,1,1,0,0,0,0,1
2675,47,14,40,0,1,0,0,0,0,1,1
2676,44,2,40,0,0,1,0,0,0,0,0
2677,25,8,43,0,1,0,0,0,1,0,0
2678,35,13,55,0,1,0,0,0,0,1,0
2679,29,10,25,0,0,0,0,0,0,1,0
2680,30,9,40,0,1,0,0,0,1,0,0
2681,30,10,40,0,1,0,0,0,0,1,0
2682,56,4,40,0,0,0,0,0,1,0,0
2683,25,13,30,0,1,0,0,1,0,0,0
2684,28,9,40,0,1,0,0,1,0,0,0
2685,43,5,40,0,1,0,0,0,0,1,0
2686,47,9,60,0,1,0,0,0,0,1,1
2687,46,13,40,0,1,0,0,0,0,1,0
2688,41,14,35,0,0,0,0,0,1,0,0
2689,38,12,33,7688,0,0,0,0,0,1,1
2690,29,9,40,0,1,0,1,0,0,0,0
2691,25,3,40,0,1,1,0,0,0,0,0
2692,56,7,45,0,1,0,0,0,0,1,0
2693,31,4,40,0,1,0,0,0,0,1,0
2694,22,7,40,0,1,0,1,0,0,0,0
2695,31,9,40,0,1,0,1,0,0,0,0
2696,28,10,40,0,0,1,0,0,0,0,0
2697,53,13,40,0,1,0,0,0,0,1,0
2698,45,14,50,0,0,1,0,0,0,0,1
2699,71,1,10,0,1,0,0,0,1,0,0
2700,39,9,50,7298,1,0,0,0,0,1,1
2701,19,9,40,0,0,0,0,0,0,1,0
2702,34,13,40,0,0,0,0,0,1,0,0
2703,36,9,45,0,1,0,0,0,0,1,0
2704,40,9,40,0,0,0,0,1,0,0,0
2705,90,10,40,0,0,0,0,1,0,0,0
2706,56,15,16,0,1,0,0,0,0,1,0
2707,21,9,40,0,0,1,0,0,0,0,0
2708,48,13,45,0,1,0,0,0,0,1,1
2709,45,10,27,0,0,0,0,0,1,0,0
2710,46,9,40,0,1,0,0,0,0,1,1
2711,64,6,35,0,0,1,0,0,0,0,0
2712,29,14,40,0,1,0,0,1,0,0,0
2713,22,9,30,0,0,0,0,0,1,0,0
2714,47,9,48,0,1,0,0,0,0,1,1
2715,67,13,75,0,1,0,0,0,0,1,1
2716,43,9,40,0,1,0,0,0,0,1,0
2717,42,10,40,0,1,0,0,0,0,1,0
2718,31,10,50,0,1,0,0,0,0,1,0
2719,53,7,40,0,0,0,0,0,1,0,0
2720,81,5,5,2062,0,1,0,0,0,0,0
2721,33,9,40,0,0,0,0,1,0,0,0
2722,17,8,8,0,0,0,0,1,0,0,0
2723,55,15,50,0,1,0,0,0,0,1,1
2724,28,9,30,0,1,0,0,1,0,0,0
2725,24,10,40,0,0,0,0,1,0,0,0
2726,40,9,45,0,0,0,0,0,1,0,0
2727,30,14,40,0,0,1,0,0,0,0,0
2728,24,7,40,0,0,0,0,0,1,0,0
2729,26,14,40,0,0,0,0,0,0,1,0
2730,38,10,38,0,0,0,0,0,1,0,0
2731,30,9,40,0,1,0,0,0,0,1,1
2732,33,13,50,0,1,0,0,0,0,1,0
2733,40,9,60,0,1,0,0,0,0,1,1
2734,63,9,98,0,1,0,0,0,0,1,0
2735,23,4,36,0,1,0,1,0,0,0,0
2736,56,9,40,0,1,0,0,0,1,0,0
2737,42,11,60,0,1,0,0,0,0,1,0
2738,40,9,40,0,1,1,0,0,0,0,0
2739,49,12,40,0,0,0,0,0,0,1,1
2740,35,9,40,0,1,1,0,0,0,0,0
2741,52,9,35,0,0,0,0,1,0,0,0
2742,28,13,40,0,0,0,0,1,0,0,0
2743,35,6,70,0,1,0,0,0,0,1,0
2744,43,9,35,0,1,1,0,0,0,0,0
2745,29,15,50,0,1,0,0,1,0,0,1
2746,23,13,25,0,1,0,0,1,0,0,0
2747,50,10,48,0,1,0,0,0,0,1,0
2748,34,10,40,0,1,0,0,1,0,0,0
2749,19,9,40,0,1,0,0,1,0,0,0
2750,47,7,40,0,0,0,0,0,0,1,0
2751,37,10,40,0,1,0,0,0,0,1,0
2752,25,9,35,0,0,0,0,0,1,0,0
2753,75,10,35,0,1,0,0,0,0,1,1
2754,24,9,40,0,1,0,0,0,0,1,0
2755,28,13,20,0,1,0,0,1,0,0,0
2756,17,7,16,0,0,0,0,1,0,0,0
2757,31,9,40,0,1,0,0,1,0,0,0
2758,31,1,35,0,0,0,1,0,0,0,0
2759,45,13,55,0,1,0,0,0,0,1,1
2760,31,9,42,0,1,0,0,1,0,0,0
2761,27,13,42,0,1,0,0,0,0,1,1
2762,48,10,38,0,0,0,0,0,1,0,0
2763,34,13,30,0,1,0,0,0,0,1,0
2764,26,9,40,0,0,0,0,0,1,0,0
2765,53,10,40,0,1,0,0,0,0,1,0
2766,60,13,35,0,1,0,0,0,0,1,1
2767,49,14,50,0,0,0,0,0,1,0,0
2768,40,10,40,0,0,1,0,0,0,0,0
2769,48,6,80,0,1,0,0,0,0,1,0
2770,23,13,50,0,1,1,0,0,0,0,0
2771,42,11,40,0,1,0,0,0,0,1,1
2772,37,9,85,0,1,0,0,1,0,0,0
2773,27,9,45,0,0,0,0,1,0,0,0
2774,38,10,44,0,1,0,0,0,0,1,1
2775,27,9,35,0,1,1,0,0,0,0,0
2776,75,9,40,0,0,1,0,0,0,0,0
2777,49,13,52,0,1,0,0,0,0,1,1
2778,27,10,20,0,1,1,0,0,0,0,0
2779,36,13,50,0,1,1,0,0,0,0,0
2780,36,13,45,3103,1,0,0,0,0,1,1
2781,35,9,35,0,1,0,0,1,0,0,0
2782,36,9,40,0,1,0,0,0,0,1,1
2783,53,7,40,0,1,0,0,0,0,1,0
2784,27,10,40,0,0,0,0,0,1,0,0
2785,34,9,35,3325,1,1,0,0,0,0,0
2786,61,10,44,0,1,0,0,0,0,1,1
2787,29,9,56,0,1,0,0,0,1,0,0
2788,40,10,35,0,0,0,0,0,1,0,0
2789,37,14,40,0,1,1,0,0,0,0,1
2790,22,5,30,0,1,0,1,0,0,0,0
2791,43,10,40,0,1,0,0,0,0,1,0
2792,55,9,30,0,1,0,0,0,0,1,0
2793,28,10,40,0,0,0,0,0,1,0,0
2794,23,13,30,0,0,0,0,1,0,0,0
2795,64,7,40,0,1,0,0,0,0,1,1
2796,46,10,40,0,1,1,0,0,0,0,0
2797,29,10,40,0,1,0,0,1,0,0,0
2798,44,14,48,0,1,0,0,0,0,1,0
2799,20,10,25,0,1,0,0,1,0,0,0
2800,62,10,40,0,1,1,0,0,0,0,0
2801,49,11,35,0,0,0,0,0,1,0,0
2802,29,6,40,0,0,0,0,0,0,1,0
2803,35,13,60,0,1,0,0,0,0,1,0
2804,39,7,30,0,1,0,0,0,0,1,0
2805,39,13,45,0,1,1,0,0,0,0,0
2806,37,9,32,0,0,0,1,0,0,0,0
2807,38,9,30,2829,1,0,0,0,0,1,0
2808,31,4,40,0,1,0,0,0,0,1,0
2809,55,4,60,0,1,0,0,0,0,1,0
2810,38,10,40,0,0,0,0,0,1,0,0
2811,33,10,25,0,0,1,0,0,0,0,0
2812,25,12,40,0,0,1,0,0,0,0,0
2813,37,11,52,0,0,0,0,0,1,0,0
2814,49,10,35,0,1,0,1,0,0,0,0
2815,26,9,40,0,1,0,1,0,0,0,0
2816,35,9,43,0,1,0,0,0,0,1,0
2817,44,9,60,0,0,0,0,0,0,1,0
2818,37,14,45,0,1,1,0,0,0,0,1
2819,42,13,45,0,1,0,0,0,0,1,1
2820,64,16,40,4787,0,1,0,0,0,0,1
2821,28,9,40,0,1,0,0,0,0,1,1
2822,35,9,50,4650,1,1,0,0,0,0,0
2823,40,13,40,0,1,0,0,0,0,1,0
2824,55,13,40,0,1,0,0,0,0,1,1
2825,21,9,65,0,1,0,0,1,0,0,0
2826,49,10,40,0,0,1,0,0,0,0,0
2827,51,16,40,0,1,0,0,0,0,1,1
2828,57,15,40,0,1,0,0,0,0,1,1
2829,51,13,40,0,1,0,0,0,0,1,1
2830,38,6,40,0,1,1,0,0,0,0,0
2831,24,9,32,0,0,0,0,1,0,0,0
2832,45,9,40,0,1,0,0,0,0,1,0
2833,28,9,45,0,1,0,0,0,0,1,0
2834,42,15,60,0,1,0,0,0,0,1,1
2835,22,10,40,0,1,1,0,0,0,0,0
2836,28,14,40,0,1,0,0,0,0,1,0
2837,60,9,40,0,0,0,0,0,1,0,0
2838,31,9,40,0,0,0,0,0,1,0,0
2839,47,10,75,0,1,0,0,0,0,1,1
2840,30,9,60,0,1,0,0,0,0,1,0
2841,61,14,60,0,1,0,0,0,0,1,1
2842,71,13,6,0,0,0,0,0,1,0,0
2843,42,9,40,0,0,0,0,1,0,0,0
2844,44,8,55,0,1,0,0,0,0,1,0
2845,46,10,60,0,1,0,0,0,0,1,1
2846,50,15,52,0,0,1,0,0,0,0,1
2847,27,13,9,0,1,1,0,0,0,0,0
2848,21,10,40,0,0,0,1,0,0,0,0
2849,25,9,35,0,1,0,1,0,0,0,0
2850,61,3,56,0,1,1,0,0,0,0,0
2851,54,10,30,0,1,1,0,0,0,0,0
2852,31,13,40,0,1,1,0,0,0,0,0
2853,53,10,30,0,1,0,0,0,0,1,0
2854,39,12,55,15024,1,0,0,0,0,1,1
2855,57,15,50,15024,1,0,0,0,0,1,1
2856,48,13,44,0,0,0,0,0,1,0,0
2857,30,10,56,0,1,0,0,0,0,1,1
2858,35,9,60,0,1,0,0,0,0,1,0
2859,42,9,50,0,1,0,0,0,0,1,0
2860,34,9,40,0,1,0,0,0,0,1,0
2861,59,9,40,0,1,0,0,0,0,1,1
2862,69,6,20,0,1,0,0,0,0,1,0
2863,29,10,40,0,0,0,0,1,0,0,0
2864,40,9,40,0,1,0,0,0,0,1,0
2865,21,10,15,0,1,0,0,1,0,0,0
2866,40,12,40,0,0,1,0,0,0,0,0
2867,43,10,40,0,1,0,0,0,0,1,0
2868,36,9,40,0,1,1,0,0,0,0,0
2869,41,9,40,0,1,1,0,0,0,0,1
2870,20,10,30,0,1,0,0,1,0,0,0
2871,41,13,40,0,0,1,0,0,0,0,0
2872,34,10,50,0,1,1,0,0,0,0,0
2873,48,7,40,0,0,0,0,0,1,0,0
2874,27,9,40,0,0,0,0,1,0,0,0
2875,35,10,60,15024,1,0,0,0,0,1,1
2876,27,9,40,0,1,0,0,1,0,0,0
2877,20,10,40,0,1,0,0,1,0,0,0
2878,18,10,15,0,0,0,0,1,0,0,0
2879,32,13,40,0,1,0,0,0,0,1,0
2880,38,14,60,0,1,0,0,0,0,1,1
2881,23,10,40,0,1,0,0,1,0,0,0
2882,28,13,45,0,1,0,0,0,0,1,1
2883,40,15,38,0,1,0,0,0,0,1,1
2884,35,9,40,0,0,0,0,0,1,0,0
2885,74,10,40,0,1,0,0,0,1,0,0
2886,28,9,40,0,1,0,0,1,0,0,0
2887,23,10,30,0,1,0,0,1,0,0,0
2888,20,10,10,0,1,0,0,1,0,0,0
2889,44,9,56,0,0,0,0,0,1,0,0
2890,46,9,25,0,0,0,0,0,1,0,0
2891,51,13,50,15024,1,0,0,0,0,1,1
2892,40,10,40,0,0,1,0,0,0,0,0
2893,48,15,40,0,1,0,0,0,0,1,1
2894,60,5,84,0,1,0,0,0,0,1,0
2895,48,13,40,0,1,0,0,0,0,1,1
2896,46,13,70,0,0,0,0,0,0,1,0
2897,48,13,40,0,1,0,0,0,0,1,1
2898,24,13,40,0,0,1,0,0,0,0,0
2899,45,10,40,0,0,0,0,0,1,0,0
2900,18,8,35,0,0,0,0,1,0,0,0
2901,39,9,40,0,1,0,0,0,0,1,0
2902,65,9,65,0,1,0,0,0,0,1,0
2903,22,10,40,0,0,0,0,1,0,0,0
2904,20,10,20,0,0,0,0,1,0,0,0
2905,28,10,40,0,1,0,0,0,0,1,0
2906,46,15,50,99999,1,0,0,0,0,1,1
2907,42,13,48,0,1,0,0,0,0,1,1
2908,61,16,40,0,1,0,0,0,0,1,1
2909,28,10,50,7688,1,0,0,1,0,0,1
2910,18,10,20,0,0,0,0,1,0,0,0
2911,24,13,40,0,1,1,0,0,0,0,0
2912,45,16,56,0,1,0,0,0,0,1,1
2913,24,9,40,0,1,0,0,1,0,0,0
2914,44,13,50,15024,1,0,0,0,0,1,1
2915,20,10,30,0,1,0,0,1,0,0,0
2916,35,10,55,2829,1,0,0,0,0,1,0
2917,52,13,60,0,1,0,0,0,0,1,0
2918,25,12,45,2354,1,1,0,0,0,0,0
2919,19,3,36,0,1,1,0,0,0,0,0
2920,54,10,40,0,0,0,0,0,1,0,0
2921,21,10,40,0,1,0,0,1,0,0,0
2922,26,9,40,0,0,0,0,0,0,1,1
2923,42,11,40,0,0,0,0,0,1,0,0
2924,19,10,40,0,0,0,0,1,0,0,0
2925,55,14,50,0,1,0,0,0,0,1,1
